Rooms,Floor,Area,HouseStructure,BuildingType,HouseOrientation,ConstructionTime,RenovationCondition,BuildingStructure,LadderRatio,Elevator,挂牌时间,TotalPrice,UnitPrice,TradeTime,DOM,Followers,HouseName1,Bedroom,Livingroom,Kitchen,Bathroom,HouseStructure_cat,BuildingType_cat,HouseOrientation_cat,RenovationCondition_cat,BuildingStructure_cat,Elevator_cat,Floor_cat
1室1厅1厨1卫        ,中,53,,板楼       ,南   ,2011-01-01,毛坯     ,钢混结构  ,两梯四户           ,有           ,2021-04-08,252,47033,2021-05-10,33,3,星晓家园,1,1,1,1,-1,3,18,1,3,1,0
2室2厅1厨1卫        ,低,89,平层              ,板楼       ,南 北   ,2011-01-01,毛坯     ,钢混结构  ,两梯四户           ,有           ,2021-05-03,498,55705,2021-05-10,8,7,中春三水苑,2,2,1,1,1,3,23,1,3,1,1
2室1厅0厨1卫        ,中,82,平层              ,板楼       ,南 北   ,2006-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-04-15,283,34466,2021-05-10,26,1,东都豪苑,2,1,0,1,1,3,23,3,3,0,0
1室2厅1厨1卫        ,中,76,,板楼       ,南   ,2009-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-04-10,310,40630,2021-05-10,31,7,宜浩佳园,1,2,1,1,-1,3,18,3,2,0,0
3室2厅1厨1卫        ,中,119,平层              ,板楼       ,南   ,1998-01-01,其他     ,砖混结构  ,一梯两户           ,无           ,2021-05-05,1160,97447,2021-05-10,6,0,紫荆新苑,3,2,1,1,1,3,18,0,2,0,0
3室2厅1厨2卫        ,低,143,,板楼       ,南 北   ,2006-01-01,毛坯     ,钢混结构  ,两梯两户           ,有           ,2021-02-04,625,43600,2021-05-10,96,13,莱顿小城,3,2,1,2,-1,3,23,1,3,1,1
1室1厅1厨1卫        ,中,30,平层              ,板楼       ,南   ,1983-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-01-23,238,78878,2021-05-10,108,37,祥东小区(虹口),1,1,1,1,1,3,18,3,2,0,0
2室1厅1厨1卫        ,中,85,,板楼       ,南 北   ,2011-01-01,毛坯     ,钢混结构  ,两梯四户           ,有           ,2021-03-26,392,46118,2021-05-10,46,15,星海家园,2,1,1,1,-1,3,23,1,3,1,0
2室1厅1厨1卫        ,中,66,平层              ,板楼       ,南   ,1995-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-02-18,352,53125,2021-05-10,82,224,罗阳二村,2,1,1,1,1,3,18,3,2,0,0
2室1厅1厨1卫        ,低,79,平层              ,塔楼       ,南   ,1994-01-01,简装     ,钢混结构  ,两梯八户           ,有           ,2021-03-02,800,100440,2021-05-10,70,36,百汇大厦,2,1,1,1,1,0,18,2,3,1,1
1室1厅1厨1卫        ,低,29,平层              ,塔楼       ,东北   ,2001-01-01,精装     ,钢混结构  ,三梯十八户           ,有           ,2021-03-31,288,97827,2021-05-10,40,28,世纪之门,1,1,1,1,1,0,8,3,3,1,1
2室1厅1厨1卫        ,高,60,平层              ,板楼       ,南 北   ,1994-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-03-25,300,49926,2021-05-10,47,26,祁连二村,2,1,1,1,1,3,23,2,2,0,3
2室1厅1厨1卫        ,高,67,平层              ,板楼       ,南   ,1993-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2020-06-06,180,26661,2021-05-10,339,34,玉兰一村,2,1,1,1,1,3,18,2,2,0,3
1室1厅1厨1卫        ,中,30,,板楼       ,南   ,1987-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-04-16,220,71336,2021-05-10,24,0,梅陇一村,1,1,1,1,-1,3,18,3,2,0,0
2室1厅1厨1卫        ,低,67,平层              ,板楼       ,南   ,2011-01-01,毛坯     ,钢混结构  ,一梯四户           ,有           ,2021-03-10,253,37250,2021-05-10,62,75,新凯城锦昌苑,2,1,1,1,1,3,18,1,3,1,1
1室1厅1厨1卫        ,中,33,平层              ,板楼       ,南   ,1982-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-04-09,321,94943,2021-05-10,32,9,潍坊四村,1,1,1,1,1,3,18,2,2,0,0
2室1厅1厨1卫        ,低,59,平层              ,板楼       ,西南   ,1994-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-05-03,359,60581,2021-05-10,8,0,清涧六街坊,2,1,1,1,1,3,35,2,2,0,1
1室0厅1厨1卫        ,中,30,平层              ,板楼       ,南   ,1965-01-01,精装     ,砖混结构  ,一梯六户           ,无           ,2021-04-21,265,86292,2021-05-10,20,18,日晖二村,1,0,1,1,1,3,18,3,2,0,0
2室1厅1厨1卫        ,高,61,平层              ,板楼       ,南   ,1988-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-03-17,540,87139,2021-05-10,55,43,园南一村,2,1,1,1,1,3,18,3,2,0,3
2室2厅1厨1卫        ,高,79,平层              ,板楼       ,南   ,1998-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-02-28,343,43080,2021-05-10,71,71,淞南新新五村,2,2,1,1,1,3,18,2,2,0,3
2室1厅1厨1卫        ,高,66,平层              ,板楼       ,南   ,1984-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-05-04,176,26289,2021-05-10,6,11,桃园小区(嘉定),2,1,1,1,1,3,18,3,2,0,3
1室1厅1厨1卫        ,低,34,平层              ,板楼       ,南   ,1982-01-01,精装     ,砖混结构  ,一梯五户           ,无           ,2021-03-20,263,76387,2021-05-10,52,0,西二小区,1,1,1,1,1,3,18,3,2,0,1
2室2厅1厨1卫        ,高,78,,板楼       ,南   ,2006-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2020-06-12,336,42651,2021-05-10,333,271,新凯一期,2,2,1,1,-1,3,18,3,3,0,3
1室1厅1厨1卫        ,高,52,平层              ,塔楼       ,东 东南   ,1999-01-01,精装     ,钢混结构  ,两梯九户           ,有           ,2021-05-05,365,69025,2021-05-10,6,4,图们小区,1,1,1,1,1,0,1,3,3,1,3
2室2厅1厨1卫        ,高,59,平层              ,板楼       ,南 北   ,1998-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-04-12,535,89212,2021-05-10,29,24,平型关路615弄,2,2,1,1,1,3,23,3,2,0,3
2室1厅0厨1卫        ,低,67,平层              ,塔楼       ,南   ,1995-01-01,简装     ,钢混结构  ,两梯八户           ,有           ,2021-03-18,195,29018,2021-05-10,54,63,月浦八村,2,1,0,1,1,0,18,2,3,1,1
2室2厅1厨1卫        ,中,81,,板楼       ,南   ,2009-01-01,精装     ,钢混结构  ,两梯三户           ,有           ,2021-03-22,576,70840,2021-05-10,49,52,阳光城市家园,2,2,1,1,-1,3,18,3,3,1,0
3室2厅1厨2卫        ,低,171,平层              ,板楼       ,南   ,2003-01-01,精装     ,钢混结构  ,两梯两户           ,有           ,2019-08-22,1740,101340,2021-05-10,627,395,太阳都市花园二期,3,2,1,2,1,3,18,3,3,1,1
3室2厅1厨2卫        ,低,147,平层              ,板楼       ,南   ,2002-01-01,简装     ,钢混结构  ,一梯两户           ,有           ,2021-04-16,1070,72508,2021-05-10,24,8,望族苑,3,2,1,2,1,3,18,2,3,1,1
1室1厅1厨1卫        ,高,47,平层              ,板楼       ,南   ,1994-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-01-19,210,43796,2021-05-10,112,40,淞南七村,1,1,1,1,1,3,18,2,2,0,3
1室1厅1厨1卫        ,高,32,平层              ,板楼       ,南   ,1980-01-01,精装     ,砖混结构  ,一梯五户           ,无           ,2021-03-02,304,94646,2021-05-10,70,12,西木小区,1,1,1,1,1,3,18,3,2,0,3
1室1厅1厨1卫        ,低,39,平层              ,板楼       ,南   ,1980-01-01,简装     ,砖混结构  ,一梯五户           ,无           ,2021-04-08,140,35898,2021-05-10,33,5,塔城小区,1,1,1,1,1,3,18,2,2,0,1
1室1厅1厨1卫        ,高,34,,塔楼       ,西南   ,2014-01-01,简装     ,钢混结构  ,两梯十二户           ,有           ,2021-03-01,87,25087,2021-05-10,71,5,世盟壹天地,1,1,1,1,-1,0,35,2,3,1,3
2室2厅1厨1卫        ,中,91,平层              ,板楼       ,南 北   ,2014-01-01,精装     ,钢混结构  ,一梯两户           ,,2021-03-05,233,25605,2021-05-10,67,13,水韵悦城,2,2,1,1,1,3,23,3,3,-1,0
3室1厅1厨1卫        ,高,82,平层              ,板楼       ,南 北   ,1995-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-04-10,331,40175,2021-05-10,31,50,阳光苑民同路176弄,3,1,1,1,1,3,23,2,2,0,3
1室1厅1厨1卫        ,低,32,平层              ,板楼       ,南   ,1992-01-01,毛坯     ,砖混结构  ,一梯三户           ,无           ,2021-03-14,222,67580,2021-05-10,58,18,车站北路491弄,1,1,1,1,1,3,18,1,2,0,1
2室1厅1厨1卫        ,中,73,平层              ,塔楼       ,南   ,1989-01-01,简装     ,钢混结构  ,两梯七户           ,有           ,2021-04-05,638,86568,2021-05-10,35,27,长新小区(长宁),2,1,1,1,1,0,18,2,3,1,0
1室2厅1厨2卫        ,低,76,复式              ,板楼       ,南   ,2010-01-01,精装     ,钢混结构  ,两梯三十三户           ,有           ,2021-03-21,680,89134,2021-05-10,51,38,紫勋风雅苑,1,2,1,2,0,3,18,3,3,1,1
2室1厅1厨1卫        ,低,64,平层              ,板楼       ,南   ,2001-01-01,精装     ,钢混结构  ,两梯五户           ,有           ,2021-04-09,684,105377,2021-05-10,31,62,凯虹家园,2,1,1,1,1,3,18,3,3,1,1
3室2厅1厨2卫        ,低,151,平层              ,塔楼       ,南 北   ,1998-01-01,简装     ,钢混结构  ,两梯五户           ,有           ,2021-03-01,1397,92054,2021-05-10,71,95,瑞金新苑,3,2,1,2,1,0,23,2,3,1,1
2室1厅1厨1卫        ,中,74,平层              ,板楼       ,南   ,1996-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-04-23,405,54246,2021-05-10,18,12,共和三村,2,1,1,1,1,3,18,3,2,0,0
3室2厅1厨1卫        ,高,88,平层              ,板楼       ,南 北   ,,精装     ,钢混结构  ,两梯四户           ,有           ,2021-01-30,333,37841,2021-05-10,101,61,上海派,3,2,1,1,1,3,23,3,3,1,3
1室2厅1厨1卫        ,低,67,,塔楼       ,南   ,,精装     ,钢混结构  ,两梯八户           ,有           ,2017-05-06,320,47205,2021-05-10,1465,155,静安艺庭,1,2,1,1,-1,0,18,3,3,1,1
1室1厅1厨1卫        ,中,55,平层              ,塔楼       ,西   ,2010-01-01,精装     ,钢混结构  ,三梯十八户           ,有           ,2021-03-16,196,35259,2021-05-10,56,83,同润菲诗艾伦,1,1,1,1,1,0,30,3,3,1,0
5室3厅1厨2卫        ,高,175,复式              ,板楼       ,南   ,2000-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-01-16,975,55537,2021-05-10,115,66,平阳绿家园,5,3,1,2,0,3,18,3,3,0,3
3室2厅1厨2卫        ,低,135,,板楼       ,南   ,2006-01-01,简装     ,钢混结构  ,一梯两户           ,,2020-09-26,239,17644,2021-05-10,227,0,海趣馨苑,3,2,1,2,-1,3,18,2,3,-1,1
1室1厅1厨1卫        ,中,50,平层              ,塔楼       ,北 西北   ,2004-01-01,精装     ,钢混结构  ,六梯三十二户           ,有           ,2021-01-15,426,83556,2021-05-10,115,86,骏豪国际,1,1,1,1,1,0,17,3,3,1,0
2室1厅1厨1卫        ,高,80,平层              ,板楼       ,南   ,2014-01-01,毛坯     ,钢混结构  ,两梯四户           ,有           ,2021-04-10,233,29042,2021-05-10,31,85,崧泽华城华中苑,2,1,1,1,1,3,18,1,3,1,3
2室1厅0厨1卫        ,低,89,,板楼       ,南   ,2014-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-05-05,550,61453,2021-05-10,6,1,锦绣逸庭(公寓),2,1,0,1,-1,3,18,3,3,1,1
2室1厅1厨1卫        ,中,57,平层              ,板楼       ,南   ,1991-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-03-18,490,84923,2021-05-10,54,52,天山二村,2,1,1,1,1,3,18,3,2,0,0
2室1厅1厨1卫        ,低,75,,板楼       ,南   ,2010-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-05-04,186,24758,2021-05-10,7,0,金水新苑,2,1,1,1,-1,3,18,3,3,0,1
1室1厅1厨1卫        ,高,59,平层              ,板楼       ,南   ,2007-01-01,毛坯     ,钢混结构  ,一梯两户           ,无           ,2020-12-19,165,27510,2021-05-10,143,66,古佳苑,1,1,1,1,1,3,18,1,3,0,3
2室2厅1厨1卫        ,低,87,平层              ,板楼       ,南   ,2004-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-02-22,589,67477,2021-05-10,78,57,玉兰香苑一期A块,2,2,1,1,1,3,18,3,3,0,1
2室1厅1厨1卫        ,中,56,平层              ,板楼       ,南   ,1995-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2021-04-15,323,56997,2021-05-10,26,26,真光九街坊,2,1,1,1,1,3,18,3,2,0,0
2室2厅1厨1卫        ,中,114,平层              ,塔楼       ,南   ,2008-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2021-04-29,1510,132271,2021-05-10,12,0,御翠豪庭,2,2,1,1,1,0,18,3,3,1,0
1室1厅1厨1卫        ,高,52,平层              ,板楼       ,南   ,1997-01-01,精装     ,砖混结构  ,一梯两户           ,无           ,2021-04-12,398,76056,2021-05-10,28,15,静安新城五区,1,1,1,1,1,3,18,3,2,0,3
2室2厅1厨1卫        ,低,97,平层              ,板楼       ,南   ,2004-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2020-12-08,443,45609,2021-05-10,154,436,绿地康桥新苑,2,2,1,1,1,3,18,3,3,1,1
2室1厅1厨1卫        ,中,47,平层              ,板楼       ,南   ,1989-01-01,精装     ,砖混结构  ,一梯六户           ,无           ,2021-04-02,376,79376,2021-05-10,39,53,乐怡苑(普陀),2,1,1,1,1,3,18,3,2,0,0
3室2厅1厨2卫        ,低,153,平层              ,板楼       ,南   ,2005-01-01,精装     ,钢混结构  ,两梯两户           ,有           ,2021-03-01,1875,122550,2021-05-10,70,75,仁恒河滨城(一期),3,2,1,2,1,3,18,3,3,1,1
2室1厅1厨1卫        ,中,67,平层              ,板楼       ,南   ,1990-01-01,精装     ,砖混结构  ,一梯三户           ,无           ,2021-04-25,460,67727,2021-05-10,15,41,太浜巷小区,2,1,1,1,1,3,18,3,2,0,0
2室2厅1厨1卫        ,中,102,平层              ,板楼       ,南   ,1999-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-04-14,595,57840,2021-05-10,27,19,泰景苑,2,2,1,1,1,3,18,2,2,0,0
2室1厅1厨1卫        ,低,66,平层              ,板楼       ,南   ,2003-01-01,精装     ,砖混结构  ,一梯四户           ,无           ,2020-02-22,281,42406,2021-05-10,444,303,高景花园,2,1,1,1,1,3,18,3,2,0,1
2室1厅1厨1卫        ,高,71,平层              ,板楼       ,南 北   ,1997-01-01,简装     ,砖混结构  ,一梯五户           ,无           ,2021-03-30,389,54681,2021-05-10,41,13,运旺新村阳光世家,2,1,1,1,1,3,23,2,2,0,3
1室1厅1厨1卫        ,中,51,,塔楼       ,南   ,,简装     ,钢混结构  ,一梯六户           ,,2021-05-01,180,34891,2021-05-10,10,0,美罗家园雅苑,1,1,1,1,-1,0,18,2,3,-1,0
3室1厅1厨1卫        ,中,69,平层              ,板楼       ,南   ,1985-01-01,毛坯     ,砖混结构  ,一梯三户           ,无           ,2021-05-05,608,87394,2021-05-10,5,8,化工小区(长宁),3,1,1,1,1,3,18,1,2,0,0
3室2厅1厨2卫        ,高,145,错层              ,板楼       ,南   ,2005-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2020-11-25,1485,101901,2021-05-10,166,115,风度国际,3,2,1,2,3,3,18,3,3,1,3
3室1厅1厨1卫        ,高,78,平层              ,板楼       ,南   ,1988-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2020-12-27,415,53158,2021-05-10,134,50,临沂八村,3,1,1,1,1,3,18,2,2,0,3
2室2厅1厨1卫        ,低,96,平层              ,板楼       ,南   ,2004-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2020-01-13,125,12957,2021-05-10,484,26,飞虹南村,2,2,1,1,1,3,18,3,3,0,1
3室2厅1厨1卫        ,高,143,,塔楼       ,南   ,1997-01-01,简装     ,钢混结构  ,两梯四户           ,有           ,2021-04-06,800,55839,2021-05-10,35,49,明珠花苑(浦东),3,2,1,1,-1,0,18,2,3,1,3
3室2厅0厨2卫        ,低,145,,板楼       ,南   ,2004-01-01,精装     ,钢混结构  ,两梯四户           ,有           ,2021-01-17,1660,114090,2021-05-10,114,73,汇豪天下,3,2,0,2,-1,3,18,3,3,1,1
1室1厅1厨1卫        ,高,38,平层              ,板楼       ,南   ,1990-01-01,简装     ,砖混结构  ,一梯三户           ,无           ,2021-04-08,287,74122,2021-05-10,32,26,延西小区,1,1,1,1,1,3,18,2,2,0,3
1室1厅1厨1卫        ,中,47,平层              ,板楼       ,南   ,1992-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-04-08,171,36016,2021-05-10,32,16,新德路341弄,1,1,1,1,1,3,18,2,2,0,0
2室2厅1厨1卫        ,低,96,平层              ,塔楼       ,西南 西 西北 北   ,1997-01-01,精装     ,钢混结构  ,两梯五户           ,有           ,2021-03-14,930,96065,2021-05-10,57,53,南京西路公馆,2,2,1,1,1,0,37,3,3,1,1
2室2厅1厨1卫        ,高,84,平层              ,板楼       ,南 北   ,2009-01-01,精装     ,钢混结构  ,一梯两户           ,有           ,2021-05-02,647,76787,2021-05-10,8,7,经纬观澜弘郡家园(三期),2,2,1,1,1,3,23,3,3,1,3
1室1厅1厨1卫        ,中,55,,塔楼       ,南   ,2011-01-01,精装     ,钢混结构  ,两梯三十二户           ,有           ,2021-04-22,118,21246,2021-05-10,18,2,江桥万达广场(嘉定),1,1,1,1,-1,0,18,3,3,1,0
3室1厅1厨1卫        ,高,87,平层              ,板楼       ,南   ,1996-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-04-04,196,22388,2021-05-10,36,25,育秀七区,3,1,1,1,1,3,18,2,2,0,3
2室1厅1厨1卫        ,低,70,平层              ,板楼       ,南   ,2008-01-01,简装     ,钢混结构  ,一梯两户           ,无           ,2021-04-22,425,60122,2021-05-10,18,12,骏华苑,2,1,1,1,1,3,18,2,3,0,1
2室1厅1厨1卫        ,中,66,平层              ,板楼       ,南   ,1996-01-01,简装     ,砖混结构  ,一梯三户           ,无           ,2021-04-14,376,56695,2021-05-10,26,38,金杨新村十一街坊,2,1,1,1,1,3,18,2,2,0,0
4室2厅1厨4卫        ,低,415,复式              ,板楼       ,南   ,2015-01-01,毛坯     ,钢混结构  ,一梯一户           ,无           ,2021-05-08,1280,30800,2021-05-10,2,1,臻水岸苑,4,2,1,4,0,3,18,1,3,0,1
1室1厅1厨1卫        ,低,57,平层              ,板塔结合       ,南   ,2005-01-01,精装     ,钢混结构  ,一梯三户           ,无           ,2021-05-03,282,49104,2021-05-10,7,25,菊泉新城(菊泉街39弄),1,1,1,1,1,2,18,3,3,0,1
1室1厅1厨1卫        ,中,58,平层              ,板楼       ,南   ,2007-01-01,精装     ,钢混结构  ,一梯三户           ,有           ,2021-03-14,353,59933,2021-05-10,57,55,爱庐世纪新苑,1,1,1,1,1,3,18,3,3,1,0
1室1厅0厨1卫        ,中,40,平层              ,板楼       ,南   ,1994-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-05-08,281,68755,2021-05-10,2,8,瑞冬小区,1,1,0,1,1,3,18,2,2,0,0
4室2厅1厨3卫        ,高,197,,板楼       ,南   ,2002-01-01,精装     ,钢混结构  ,一梯两户           ,无           ,2021-04-22,1470,74356,2021-05-10,18,1,碧云新天地(一期),4,2,1,3,-1,3,18,3,3,0,3
2室2厅1厨2卫        ,低,84,平层              ,板楼       ,南   ,2012-01-01,毛坯     ,钢混结构  ,两梯十二户           ,有           ,2019-11-14,131,15496,2021-05-10,543,40,绿地香颂(奉贤)(公寓),2,2,1,2,1,3,18,1,3,1,1
2室2厅1厨1卫        ,低,83,,板楼       ,南   ,1999-01-01,简装     ,钢混结构  ,一梯两户           ,无           ,2021-03-13,304,36282,2021-05-10,58,4,富锦苑,2,2,1,1,-1,3,18,2,3,0,1
2室1厅1厨1卫        ,中,67,平层              ,板楼       ,东南   ,1998-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-03-19,319,47499,2021-05-10,52,40,桃浦五村迎春苑,2,1,1,1,1,3,9,2,2,0,0
2室1厅1厨1卫        ,中,56,平层              ,板楼       ,南 北   ,1997-01-01,精装     ,钢混结构  ,一梯三户           ,无           ,2021-04-02,500,88921,2021-05-10,39,43,政通路118弄,2,1,1,1,1,3,23,3,3,0,0
2室1厅1厨1卫        ,低,58,平层              ,板楼       ,南 北   ,1997-01-01,简装     ,砖混结构  ,一梯四户           ,无           ,2021-04-09,375,63711,2021-05-10,31,30,鹏海小区,2,1,1,1,1,3,23,2,2,0,1
2室2厅1厨1卫        ,高,74,平层              ,板楼       ,南   ,1998-01-01,简装     ,砖混结构  ,一梯两户           ,无           ,2021-03-09,419,56303,2021-05-10,62,26,民悦苑,2,2,1,1,1,3,18,2,2,0,3
